Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404132,3086746936,3779841410,6213185774,2881545277,4043901724,4532660145,3384063360,3909780525,5032434971,4877684933,5594770352,6173712809,7870239464,9596960174,10237343153,9648583220,12344424776,15372607995,15068422242,14394927493,12537821040,13651667371,11006712649,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9087965282,8206227134,10707792340,5820383306,5643439262,5771454940,6090840548,6215591270,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484668,14296507096,16364029327,19206060270,,20523285374,23849009738,27463220380,30014813756,34028119333,36188521107,31930856402,
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731863,151675739,166521240,172233431,185693725,198318064,220613582,237397428,251247458,265040036,274960700,322128019,410669263,541973362,585364635,767102679,754549601,765224031,878771771,1198749666,1705796850,1993512326,2160640567,2097274290,2193581366,2160872541,1849268215,2297753649,2212536313,2389593022,2798746051,2724853508,2933222706,1918970178,1769365439,2116003868,2540697538,2322719101,1949481381,2353909442,3219910666,2794259783,3019993739,3495868808,4648628921,6087003176,7731261311,8394688284,11859013281,9593537551,12007880439,14425607180,13677930124,14085851348,14177437982,8553154580,7833508879,
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4040948154,4552914000,4968603736,4838841456,5992169467,5790247619,5452762963,5727195020,5918455410,6405427874,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894411352,34942489684,36373307085,39212550050,39540080200,40274204595,41239551378,49279585355,55802538219,81703500846,92507279383,97160109278,106659508271,98443739941,86186158685,99886577331,98203546156,97933391976,94684584163,117074863822,146566266311,162590145580,207416490983,243982436734,233821670220,287018179194,335415162156,369659697843,380191876349,378195707612,291519596339,282462551367,
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,123505641,114271897,107089552,111519676,107489823,114490698,162487764,196433684,207476555,198733186,250030761,246823429,266191040,263568114,185761823,231896230,230495751,212099635,215394066,222580454,203846428,220093812,246737679,317562269,368143119,380372893,406111874,462453583,523134897,524157261,530493353,586281767,570865941,618663922,647720707,565689765,616654490,
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246876,139468115,140630759,138476239,132019065,137728155,190651208,235253172,264308140,267448513,306891107,319827059,357160985,490417390,406580652,487148994,501979069,490608658,521910561,592416703,539227278,563024383,620974660,813963830,924318491,971977088,1107891063,1513934037,1789333749,1711817182,1664310770,1864824081,1751888562,1850951315,1858121723,1574288668,1617467436,
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830,490325182,479180824,511902137,542578367,592981162,647305630,699456619,773841494,853630204,984830158,1077152902,1238251696,1528916185,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623807074,2606621255,3976453967,4593908719,4796628461,5477895475,5841132962,6063759371,6866402028,7403457319,7168999428,8528593084,9537297507,10432619390,11513472694,11618286553,12552071367,13617405420,14195623425,14949514585,15913363335,16504795453,17195867540,18529767934,19952156475,22600431878,26743874287,30612932803,30562361123,37268635287,42262697840,46473128286,49745088112,50656002896,54840103850,57435507212,
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,2004785088,2169733054,2289494618,2431591781,2626895912,2828615453,3067843649,3293145007,3274645643,3563687635,3920853184,4262673220,4934739944,5390816069,7007906856,8200001223,8414807199,9783471923,9980604019,11435129605,14028282041,15480050143,17287146829,17450456930,16436254245,16161316057,14445145769,15475346111,16399795082,16631954338,17884432805,17668489746,17396950391,18254627214,19289605583,21134854978,23041792540,25732097913,28249856028,30022320518,32256663838,33176931054,34949444323,37500825974,41178984265,46656114032,52416498943,58371461971,66596542818,55887477076,60945499584,66197591877,70647852493,71284814648,71392784817,69516216247,66707362091,
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017300000,25366200000,25736331247,28364615242,30565400000,31682400000,33590500000,35901200000,38203000000,42643836075,52742800000,58603900000,60806300000,62080000000,64328000000,68990000000,73141000000,77148000000,80656100000,87132800000,,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444074,,,,,,,,,,3207032513,,,,,,,,,,,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489914761,576090074,734887974,964026512,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9826778784,9899623588,9594298746,10353506787,10614455232,10183317625,10567304189,11618269231,14576896942,17422375000,18703146375,20403713461,24077470572,27839460964,25942622951,25562251656,27427161523,25041372222,24084572491,23359294149,19676167240,20047013274,
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40477403220,29675502270,34590052812,40614350197,47554674591,59775697061,66985765439,61792161168,66490372105,64867483193,61649492817,67523642262,81910771994,99627140274,119162172468,136280689891,155463807113,189227050760,235718586901,206179982164,207477857919,227948349666,207376427021,209402444996,207818330724,186829940546,195305084919,
Germany,GER,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,215021806498,249039217365,298667219346,396866742554,443618642960,488780155338,517787921004,598226205424,737668356280,878010536976,946695355821,797443405712,773638200774,767768378016,722367608343,729763282952,1042300769792,1293264353319,1395931548502,1393674332154,1764967948917,1861873895109,2123130870382,2068555542411,2205966011812,2591620035485,2503665193657,2218689375141,2243225519618,2199957383337,1949953934034,1950648769575,2079136081310,2505733634312,2819245095605,2861410272354,3002446368084,3439953462907,3752365607148,3418005001389,3417094562649,3757698281118,3543983909148,3752513503278,3890606893347,3375611100742,3477796274497,
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989528,,373371738,395794539,409220087,452328087,462421999,478058305,466048469,491689221,497723961,494004648,502675542,514267869,536080148,551230862,572417441,591122040,622044666,666072102,708633195,768873684,847918929,999105339,1049110685,1128611700,1239144502,1353632942,1455000000,1588000000,1727000000,,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,36370370,45170370,44296296,59100000,66218519,72051852,79925926,89848148,98585185,112074074,126348148,143766667,153374074,166322222,180437037,191759259,200418519,215459259,224037037,236444444,245781481,258440741,267740741,335845815,343119370,337695741,350091222,374771481,370370370,390370370,421375852,458190185,489074333,493824407,501025303,485997988,501979277,523666347,535095846,581484032,
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,6248946880,6933842099,7812968114,8316692386,9506678763,10678897387,11721248101,12788479692,13196541952,15009384585,17075466667,19085681968,23232411898,30730638896,34160363583,40474400473,44575847808,49784281716,60362854967,70366280175,71127592754,61877755005,60412846239,60644833242,59105208273,62658544411,88078729452,109414353172,115552848548,112409236409,138247261093,139224732275,152915624327,143195607582,156162311732,185006961302,187632400366,173537588008,176992000955,177965224621,164158800460,164791416350,178635160297,218095997085,251373036671,264467308109,282884912894,319423370134,353361056080,321241396034,321995350347,344003209696,327148899962,343584385594,352993633221,301298464861,306899653410,
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485400100,1666400000,1987300000,2344699900,2925600000,3599300100,3951399900,4587100200,4774400000,5498800100,6631000100,7266999800,7964000300,8622000100,10330399700,5044592913,6122197810,5826987203,5374315190,6686592729,7073674721,9724402004,11277676880,12976408000,14511134921,16358496124,18131813001,19593869595,21171523985,21709726722,23996063503,24892521237,26571620979,21277165886,22039232610,34004033804,35952845583,44169678153,48288967303,48376555306,53954579004,57746684847,60613645121,61965942057,65231032303,68102618092,71583553488,
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723648552,2434776646,2001468868,2703014867,2909351793,3136258897,3039834559,3370843066,3852115817,4257218772,4863487493,5077222367,6761786387,8715105930,13209713643,15557934268,17728347375,20971901273,26364491313,33243422158,42345277342,44348672668,45207088716,48801369800,53698278906,57937868670,63696301893,66742267773,59089067187,55631489802,62045099643,45715367087,48003298223,49946455211,42542571306,41764052458,46941496780,48177862502,48187747529,48640574567,54790245601,54744714396,56760288974,67863829880,85324998814,103198228459,117027304747,134977087734,171000691878,137211039898,161207268655,200019057308,209058991952,209755003251,213810022462,165874330876,159049096745,
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,80518696001,70681455169,64769510577,70136390296,81316003236,94897351256,103886511741,100662752165,101693800242,114217932022,127313168493,136878723645,155310934932,195708821541,221300661171,248888152433,253054369682,292610334593,283760709406,328128012802,379504541664,405525611895,425626144074,445707127439,483631332128,529495949771,527664946724,520956352851,577812625861,624706266004,669863020225,727077354112,814592738317,895434641679,1076281227424,1327345521156,1524284386977,1577561090240,1439218353455,1585434255545,1745767476937,1856457750414,2055870453833,2327842621991,2698133042143,3124263676684,3763693516583,4758413352217,6020919293828,6531548165986,7879326684926,9630698001400,10744168691109,11860783587103,12754057710794,13268242311555,13512435638589,
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,152378454684,153311493572,158916755210,168090855530,192550820718,209918435941,207192127928,217434760704,235619309640,263378529355,279193504765,301585808664,331593747606,424413916047,595404849057,639433225164,698259612680,781303040618,864922011213,1051436948147,1295401864991,1447517165741,1379491226142,1392376333199,1372231409901,1405011033226,1425838794353,1436813007738,1545908814609,1579986814759,1819896194902,1928919471259,2116361374325,2322855172110,2432160774436,2482548280991,2709494744623,2893194179713,2846298375892,3019867129834,3275876559585,3235006813828,3144218788341,3516151323703,4090111659563,4767620344027,5462304388463,6488823566896,7317501470601,7045911611995,8514322770067,9564928622915,9974410005994,10160722334942,10529872000158,10194970465552,10401989026723,
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,153611968411,154058410879,157634158384,175902438691,202099658346,225097031930,251654220084,272677391514,300494755215,346159376816,407482340311,452155385440,561124915613,739677042363,852154564638,933155076409,1026039624283,1223069163831,1542745010317,1675126322203,1811621650857,2000329444917,1959327051347,2078325205696,2229496400059,2363703214006,3081288169010,3603282407782,4336305608499,4535368154904,4746999011159,5345047818273,5835758398327,6552477292052,7313623815311,8310311039755,8008587857961,7662988542672,6863955800396,7665318632852,8291881372202,7712927229834,7837074972127,8617381783015,9663708744826,10311337123730,10939731186789,12236995324294,14134059989616,14564521831208,16938756587419,19638672525945,21019132105912,21262544412410,21900031790821,21766948388560,22480427869996,
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903702469911,960438672723,926765119091,853278424689,838260559333,727687093070,776931366529,787851671890,820131784782,771871770861,650450056519,720049109208,717063459781,820431230925,1037512319107,1367597071746,1726462747693,2114323841124,2727649759199,3372332744074,2655248450179,3156255418574,3891866999525,4111011203800,4369243129068,4078845602866,3121184116604,2991823901021,
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,432808366214,460716438566,503690734065,555426322397,615091988199,669326436809,727155773398,782354301085,815952773736,895833562329,1007773910664,1136565636852,1361955987876,1729792431547,1954412476388,2283265896818,2373201561893,2689501678091,3282691397268,4016054634280,4549120101079,4048966722471,3901660951921,3784993440410,3637906517267,3764943790264,5138626562504,6350049382135,7068792325500,7225733324752,8839404183172,9119853534698,9781799979487,8989614212469,9402275190707,10845175383744,11072726701922,10506307834799,10765939437358,10643148560198,10025331255412,10122519397602,11073970001447,13488994424518,15722616205764,16747765816606,18128083129847,21178802883227,23242038760382,20443199631949,20924691161659,23182627672175,22340699161445,23349158951152,23654699725965,20364623091494,20273841359271,
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1010325138,979108807,958598195,1038389642,1156150890,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,98613972000,
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,5111621014,5339520613,5579168510,6109112150,6861743341,7682491836,8266003571,8763960703,9616725366,9015166840,11437965585,13360476862,14636028767,14849909491,18150000571,22912500556,23405404730,25592365394,28137369499,30642873038,34689560465,35880262675,40507934171,35044634015,39648442534,43130416913,36970555899,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,97632008710,87850683979,82924503943,78845185293,89685725230,107484034871,130478960092,162818181818,188982374701,218888324505,236001858960,279372758362,288586231502,305529656458,332698041031,332791045964,
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,245381907805,270100353874,299740225878,336261333719,373998584426,408106362094,445026423668,483426341514,518247421028,572514499523,641498475903,727089210151,878426291559,1140287836231,1292999458725,1499390975405,1564623413592,1779587264420,2179196915280,2639946745928,2956937624588,2569994236427,2488146477598,2427367234242,2328427539433,2392225442303,3357483171960,4153049181612,4567647574592,4665936358489,5872104783694,6104958669575,6735382955564,6169132265628,6516008654972,7520701639391,7612273118736,6959960583589,7151574322431,7119593958730,6487325474099,6593632936726,7174014039603,8851572342339,10152860200757,10536619657652,11186013472972,12879504293546,14118176482710,12908601410685,12645252803082,13623289150490,12639517177808,13190839006664,13476466492427,11661892507640,11934055071906,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101652,467872715,531688312,578015625,693535954,686490090,745526155,688921326,706370816,752368496,729321367,870247703,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,2117039512,2607739837,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40881655099,46492797365,58971806627,78425934894,97009800115,114465300290,118185307386,132089531435,160163483073,214019077343,232134606637,202257045774,195464408602,170486866357,171635463362,180302412231,250638463467,317882187037,375138723325,413630538018,535101248776,575598537070,629202392004,523649481762,529121577320,612939685081,640998292395,588692045455,617041986858,633194118900,595402616547,625975838926,705145868624,906853273138,1069555500372,1157276458152,1264551499185,1479341637011,1635015380108,1499099749931,1431616749640,1488067258325,1336018949806,1361854206549,1376910811041,1197789902774,1237255019654,
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373665146,4746109767,5066240419,5617109245,5726897998,5685774809,6245069734,7322069511,9833870709,12059201242,14006088297,16963625016,22237061730,24194039256,19652492637,19490936349,23170239901,23043864510,25137153149,26224622451,22566956982,23337907619,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903188,7707678019,8567890821,8096302367,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589211390,7818224906,7700833482,8242392104,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,64464547915,72374224249,
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,358941480685,390791519256,426910351685,470299472387,521200319102,567593387090,615287019324,661170320900,687217213519,754800249691,855292146037,967486236381,1158401562189,1470832859741,1653028067254,1927117026842,1995883364685,2260221868415,2769905163479,3382851307191,3861239352729,3416534450611,3288164387535,3187220429927,3060219815449,3162767439492,4337015473174,5366348328003,5985919929295,6111982965833,7579123917338,7865713057341,8571123408971,7815484531820,8299163343409,9626424133285,9841349845360,9289515973952,9605566115360,9590851414394,8912444181839,9009859801009,9822705393482,11957243598419,13806710766586,14441217356828,15405419702533,17795826802970,19136672544395,17101456870608,16992731157166,18352575953427,17290201940777,18026881017255,18632423873526,16410700117942,16487344364514,
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216611804088,199204980649,194031873673,220476383128,254384379905,308822100937,364922330441,448717231808,579390636983,539487601073,643371393579,700475870799,756982984497,810325310133,852105715992,770043726631,744250583418,
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11365953567,12536710287,14754136507,19486826980,24867278714,29494515597,31873171719,33524682308,36283091408,44498283621,53685049410,52485533205,52832120390,51014090521,52926394935,55914236378,73586676050,91642093873,109103056148,119064708328,141517648888,127866490222,112625431378,89255751015,103321570859,134199346405,132099404608,126833123354,133936359591,135225868315,125539893127,129250111857,139552983249,171071106095,196768065557,204436015421,216552502823,255384615385,283742493042,251499027508,247799815768,273674236773,256706466091,269980111643,272609288690,232439324530,238502900312,
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422,116987785,122906435,129454729,140032741,147084750,150603926,162625886,166952937,182182068,219878482,247749328,316650509,425963359,558589871,684268281,694552412,719533137,829239490,1019743927,1202567359,1235899836,1194015444,1123107276,1177997414,1141210125,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3102741451,3405050612,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4469573275,4391113415,4703632978,
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62651474947,68346741504,76313782252,85551113767,94906593388,102160571409,110597467199,119466139620,129847107788,140725497222,148948860281,166564460755,204283485046,265381555687,286526186579,362000917852,373410270418,411464295266,508183139535,615834104224,703525302701,617589619795,586837009682,561852138738,532648802822,555197109067,774556302680,938368438284,1023504019381,1030122352457,1275300566197,1275563306592,1408724907063,1330094973361,1401636342155,1609892232882,1614245416079,1460709148123,1510758283300,1500275942894,1368438363737,1382218344519,1500337850555,1848124153499,2124112242364,2203678646934,2325011918203,2663112510266,2923465651091,2693827452070,2646837111795,2862680142625,2681416108537,2808511203185,2849305322685,2433562015516,2465453975282,
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105688873,1125684470,1062339944,1154899793,1268445919,1486861879,1683997930,1730894295,1970135199,2278229880,2413251996,2257083699,2301168187,2468754075,2356495468,2613464380,2810547884,2476746087,,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,222103600,218845700,206900300,219646200,220660500,233226300,240051900,241543400,245277400,240097000,250149400,253372300,256548100,262868600,279966700,296525300,310502100,326128700,316040600,317999400,315179700,329895600,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468978,167637907,182796536,154480244,215679855,226474286,245849782,271543680,294468565,318124701,323802475,381687073,430508358,722780701,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919957,5592390849,4378645081,4190819314,4958845906,5694040337,5326816859,4483417120,4662992036,5067865321,5018874179,5310381151,6497305662,7756293575,9578973591,10318424464,12438956756,15508574820,12065138273,14358585196,18186479173,17171446922,17590745689,18179717776,14262032471,14213558130,
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,72328047042,76694360636,80601939635,85443766670,93387598814,100595782309,107090721447,111185383410,104702736248,112676874822,130671946244,148113896325,169965034965,192537971583,206131369799,241756637168,232614555256,263066457352,335883029722,438994070309,564947710899,540765675241,515048916841,489618008186,461487097632,489285164271,601452653181,745162608269,910122732124,926884816754,1093169389205,1142797178131,1179659529660,1061388722256,1140489745944,1335218557677,1408781591264,1552483628029,1638511096390,1665623685488,1647951278560,1621510004318,1768408273381,2038395102041,2398555474185,2520701818182,2692612695492,3074359743898,2890564338235,2382825985356,2441173394730,2619700404733,2662085168499,2739818680930,3022827781881,2885570309161,2647898654635,
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501868,6357615894,3690328964,2701181331,2513870587,2693731866,3094915506,3510540809,3613500117,2800024314,3057453483,3219487825,3395778674,3991374549,5125273881,6410941013,7745406201,10172869680,12795044473,10766809099,11638536834,14434619982,15846474596,16140047012,16509305828,13993546732,14378016729,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230095,1302674325,1382515654,1540797589,1731296200,2053462968,2126300672,1747187645,1666909518,1962050556,2215028588,2417108578,2112293280,2465493032,2894409912,2810106390,2765254360,3189428571,3662478173,4020227931,4445228057,4222441673,4035994383,4057275078,4412279865,4504342153,5727602649,5074829932,5197840973,5251764270,5889174834,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10731634117,20409257610,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,47805069495,38616536132,37543361204,42689783734,
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1922600899,2041538057,2384295764,2432029380,2666616177,3014890569,3284625277,3279063318,3383218923,3693753379,3869032271,3783788551,3588376057,3461282294,2995360969,2833442750,2949637039,3446442219,3666349049,2937071767,4220053411,6281695536,6963961726,6716817572,6861546076,6785188889,7387103675,8376667793,8791353805,8767143623,8200248003,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212354,46695363,41160659,45168723,52296837,55728609,59161545,75187970,95797533,115182522,112189468,138094243,171836793,207114383,241080709,218764446,216051496,213446563,177338802,225724852,185646209,220626484,266673126,284119692,317083374,690314321,714255461,755042548,746491693,785996982,848237109,803630743,840285265,814723460,782915402,687408805,578236035,487038822,578785279,624174724,655068696,798870876,965769127,900628062,951804227,898283478,910026287,898957683,833240810,907652510,964599178,
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733595,78540057,87702829,89374237,98775329,108985740,112386489,114971207,122666859,118537875,110653831,154731970,165523634,163577538,138478901,143856253,130225019,173836362,164458120,213143016,243961996,257150573,226313493,236880814,235619995,253966920,270419779,268551011,206457553,224446652,370173852,392278168,415843482,476388261,531109356,586791884,591829908,695606289,864136713,825828704,850633310,1099385895,989875559,1046117071,1055186196,1036130507,1164944510,
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751,10840095,12712471,64748333,69110000,72317447,67514286,67225714,66331429,64946955,65429198,81203227,94159863,104295643,103653050,103987520,,,50642881,36731423,44294648,44442457,50320914,62118565,76407397,93345848,100534663,88265975,112119407,110906032,134707184,136047896,100807002,141853368,232463036,442337849,370687619,621117886,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16298542028,21329395901,22389627294,21942597765,21736500713,12597210658,10684804794,
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4446528165,5016048786,5327573509,5949478035,6680298251,7600579093,8455611129,9136711288,9915140546,11266091571,13139862500,14591755682,16885506818,22347844649,25351305682,28525872476,31152840485,36176233117,44270203154,54481875805,56829663469,52346507380,54617991327,49428872678,48020024788,47820850975,56379593720,65652751132,76261278405,79169043642,97891090929,105143232380,116224673043,108809058859,116601802107,136878366230,145861612826,143157600025,144428172835,142540728958,130133845771,136191353468,153830947017,201924270316,240521260988,247783001865,273317737047,318497936901,354460802549,330000252153,299361576558,287797822093,245670666639,239862011450,237029579261,195541761243,192690813127,
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494481,88322370,102244370,110900444,115651926,125435593,131803556,145533296,167728444,187589519,215009556,236357519,267327630,278098778,300757889,310160444,309812185,325111815,342172519,366911444,392190593,445903593,482009370,520044370,520444185,540336926,591018407,599118593,695370296,698700656,758683599,825977889,771278111,771015889,778648667,799882148,842620111,911481481,997007926,1056188593,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520027,88570953,106101176,140153748,169918949,211194306,240780414,282269373,355989047,420642463,476055288,435746975,402405069,416183707,379371608,412876071,603015696,787392366,898611008,929796722,1018970365,1016493395,1037921837,927219729,1005879948,1208946166,1197509787,1072147778,1149862703,1131561595,1068030830,1086172923,1169138789,1407866175,1621822370,1656172356,1818759669,2049139372,2310743218,2324870824,2306502374,2515245776,2408666379,2483396542,2551126949,2220380802,,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655487456,15674852771,17790095901,19395461990,18318512501,19288926545,18702802395,20776669467,21917706491,23965275996,27211377225,30231249362,34113107086,39136893345,37733994976,41338595381,47654841113,50388454861,53851058955,58722323918,63767597194,68763255964,
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385000000,3560000000,3857000000,4197000000,4213000000,4375000000,4621000000,4781000000,4895000000,4928000000,5199000000,5337000000,5531000000,5697000000,5793000000,
